dates,stationid,temperature,humidity,pressure,rain,lightavgw/o0,lightmax,moisture
15-08-2018,t15,24.37589,97.55319,1012.1421985816,0,7508.5909,54612,19.8936
16-08-2018,t15,25.29496,98.35971,1014.4823021583,20.25,1412.0494,13037,19.2302
17-08-2018,t15,24.60993,98.74468,1012.0707801418,0,1665.0127,16673,18.2766
18-08-2018,t15,24.15493,99,1011.3198591549,22.5,1382.5432,11035,17.993
19-08-2018,t15,25.11972,98.01408,1010.3607042254,0,1796.35,26072,17.0845
20-08-2018,t15,25.0365,98.9708,1012.1400729927,15.75,1709.5455,9146,16.3066
21-08-2018,t15,23.19718,99,1013.034084507,562.5,1055.8246,4000,19.162
22-08-2018,t15,24.87143,98.85714,1011.3840714286,0,2677.3797,54612,18.7714
23-08-2018,t15,23.56738,99,1011.1973758865,1264.5,3471.5128,54612,20.8652
24-08-2018,t15,24.02113,98.96479,1010.9704929577,537.75,10222.8841,54612,22.6408
25-08-2018,t15,24.43165,97.94964,1009.9838848921,83.25,2482.5968,54612,21.3597
26-08-2018,t15,24.53676,97.69853,1010.4417647059,531,15146.6901,54612,22.4191
27-08-2018,t15,25.64789,96.69014,1012.2645774648,0,2482.5968,54612,21.3239
28-08-2018,t15,25.98582,96.8156,1013.3159574468,0,2482.5968,54612,19.773
29-08-2018,t15,25.73759,96.63121,1014.0910638298,49.5,2482.5968,54612,18.8156
30-08-2018,t15,24.38298,98.79433,1011.7830496454,0,2482.5968,54612,17.7234
31-08-2018,t15,22.61644,98.9726,1012.3616438356,1311.75,1361.8684,4000,19.5479
16-09-2018,t15,26.83051,84.05085,1016.6372881356,0,1120.8387,4000,14.1695
29-10-2018,t15,15.9375,93.21875,1025.0284375,0,96.6667,4000,3.8438
30-10-2018,t15,17.8866,86.65979,1025.7302061856,0,609.76,4000,4
31-10-2018,t15,17.29915,91.34188,1026.8447008547,0,624.25,4000,4
01-11-2018,t15,16.375,96.81944,1025.1779166667,0,582.9565,4000,4
02-11-2018,t15,13.36885,98.18852,1026.8125409836,119.25,417.0392,4000,4
03-11-2018,t15,11.475,99,1025.899,247.5,417.0392,4000,7.75
04-11-2018,t15,13.61739,97.83478,1024.7442608696,0,417.0392,4000,9.713
05-11-2018,t15,13.3913,97.40217,1023.5798913043,0,417.0392,4000,9
06-11-2018,t15,13.13953,94.69767,1023.488255814,0,417.0392,4000,8.3372
07-11-2018,t15,12.83486,92.15596,1023.9470642202,0,417.0392,4000,8
08-11-2018,t15,12.83168,92.0099,1024.7892079208,0,417.0392,4000,7.7525
09-11-2018,t15,12.81967,94.18033,1023.2505737705,0,417.0392,4000,7
10-11-2018,t15,12.96183,95.32824,1024.0205343511,0,417.0392,4000,6.9466
11-11-2018,t15,13.18627,94.64706,1025.4740196078,0,417.0392,4000,7
12-11-2018,t15,14.54955,91.81081,1024.0895495496,0,417.0392,4000,6.009
13-11-2018,t15,13.37097,93.01613,1022.4760483871,0,417.0392,4000,5.9919
14-11-2018,t15,12.58268,96.80315,1023.1314173228,454.5,417.0392,4000,6.0709
15-11-2018,t15,10.08511,98.78723,1026.1778723404,101.25,417.0392,4000,8.9574
16-11-2018,t15,7.6729,67.8972,1022.5554205607,0,417.0392,4000,8.1028
17-11-2018,t15,7.6729,67.8972,1020.8696428571,0,417.0392,4000,7.9286
18-11-2018,t15,7.6729,67.8972,1022.9562616822,0,417.0392,4000,7.9159
19-11-2018,t15,7.6729,67.8972,1026.06968,0,417.0392,4000,7.056
20-11-2018,t15,7.6729,67.8972,1026.2404166667,0,417.0392,4000,7
21-11-2018,t15,7.6729,67.8972,1025.5672897196,0,417.0392,4000,7
22-11-2018,t15,7.6729,67.8972,1026.2534615385,0,417.0392,4000,6.9327
23-11-2018,t15,7.6729,67.8972,1028.3161403509,0,417.0392,4000,7
24-11-2018,t15,7.6729,67.8972,1025.7702380952,0,417.0392,4000,6.2143
25-11-2018,t15,7.6729,67.8972,1025.5440217391,0,417.0392,4000,6
21-06-2018,t6,27.44737,82,1056.6368421053,4,0,4000,1
08-07-2018,t6,27.44737,82.55263,1056.6368421053,0,1052.3333,4000,27.7895
09-07-2018,t6,27.16429,90.05,1057.9230714286,119.25,22749.7333,54612,80.3571
10-07-2018,t6,26.17742,93.20968,1058.3742741935,283.5,23.25,4000,76.6371
11-07-2018,t6,25.22917,94.20139,1057.3047916667,1062,26.2683,4000,70.1111
12-07-2018,t6,25.81022,93.24088,1056.4289781022,11.25,23.9054,4000,78.0949
13-07-2018,t6,23.92361,97.74306,1057.6495833333,1554.75,13.6988,4000,63.3542
14-07-2018,t6,25.52778,93.59722,1057.1952777778,569.25,23.1013,4000,64.2847
15-07-2018,t6,26.25899,91.89209,1057.530647482,357.75,25.4167,4000,77.3669
16-07-2018,t6,24.50365,97.05109,1058.1001459854,1795.5,24.9565,4000,79.2263
17-07-2018,t6,24.65248,97.39716,1058.9417730496,382.5,15.3158,4000,71.1135
18-07-2018,t6,25.35915,95.17606,1059.3488732394,63,19.1795,4000,64.2324
19-07-2018,t6,26.60993,90.1773,1059.07,0,30.6795,4000,67.7092
20-07-2018,t6,24.16667,99,1059.2283333333,11.25,0,4000,66.8333
25-07-2018,t6,26.39286,93.33929,994.4021428571,353.25,40962,54612,46.8214
26-07-2018,t6,23.29927,99,995.5438686131,918,2033.0714,38409,45.6277
27-07-2018,t6,23.12143,98.90714,995.4987142857,677.25,2077.4405,7754,46.6143
28-07-2018,t6,22.68571,99,995.4635,1689.75,2031.9294,6921,48.5929
29-07-2018,t6,21.97059,99,995.7388235294,0,50,4000,46.4412
30-07-2018,t6,28.42222,79.02222,1004.5357777778,2.25,19799.3571,54612,36.3556
31-07-2018,t6,22.60714,99,1005.1346428571,4.5,371.3,4000,29.7143
03-08-2018,t6,26.33333,94.30556,1007.1816666667,2.25,1661.2632,8865,1.6389
04-08-2018,t6,24.2234,98.02128,1007.3403191489,42.75,1424.4211,16810,0
05-08-2018,t6,21.92222,99,1006.9665555556,90,380.2549,4000,0
06-08-2018,t6,21.3871,99,1006.6377419355,65.25,386.566,4000,0
07-08-2018,t6,21,99,1008.34,51.75,460.7407,4000,0
08-08-2018,t6,24.33333,97.0625,1009.7803125,24.75,2012.4182,17774,0
09-08-2018,t6,24.78652,97.03371,1012.471011236,22.5,2948.68,25988,0
10-08-2018,t6,24.94444,97.72222,1010.5653333333,0,1324.4038,5733,0
11-08-2018,t6,24.43956,98.82418,1006.3112087912,0,947.2157,6801,0
12-08-2018,t6,23.43956,99,1003.4576923077,128.25,844.549,10005,0
13-08-2018,t6,23.24719,99,1005.5080898876,141.75,1329.4314,4000,0
14-08-2018,t6,24.94681,95.67021,1007.2062765957,18,3894.6481,28942,0
15-08-2018,t6,24.87912,95.69231,1009.0871428571,0,2380.1132,27180,0
16-08-2018,t6,25.97849,95.88172,1011.6666666667,4.5,4204.0192,24556,0
17-08-2018,t6,24.5,98.59375,1009.205625,6.75,914.8704,5221,0
18-08-2018,t6,23.65591,98.97849,1008.2496774194,38.25,1419.3019,8951,0
19-08-2018,t6,25.95327,96.98131,1007.6742056075,0,2457.6471,21397,0
20-08-2018,t6,25.23404,98.07447,1009.3577659574,24.75,1313.1961,5988,0
21-08-2018,t6,23.34409,99,1010.0025806452,18,691.6538,4000,0
22-08-2018,t6,24.52632,98.45263,1008.6478947368,51.75,1296.5769,8700,0
23-08-2018,t6,23.31868,99,1008.0805494505,105.75,842.7407,8491,0
24-08-2018,t6,23.76842,98.87368,1007.8408421053,213.75,1994.3137,18514,0
25-08-2018,t6,24.36559,98.02151,1007.0570967742,4.5,1243.549,11864,0
26-08-2018,t6,24.63736,97.10989,1007.4482417582,11.25,1656.88,17127,0
27-08-2018,t6,25.0625,95.8125,1009.5347916667,0,1948.75,19430,0
28-08-2018,t6,25.24211,97.14737,1010.6173684211,2.25,1179.0189,5988,0
29-08-2018,t6,24.84783,98.11957,1011.4564130435,11.25,858,4256,0
30-08-2018,t6,24.32292,98.625,1008.9173958333,15.75,833.6415,4000,0
31-08-2018,t6,24.23077,98.21978,1009.5035164835,38.25,958.6939,4936,0
01-09-2018,t6,24.65217,97.69565,1011.1939130435,11.25,1241.52,6939,0
02-09-2018,t6,23.28421,99,1011.1567368421,9,631.2115,4000,0
03-09-2018,t6,23.19355,99,1011.1372043011,2.25,721.9796,4000,0
04-09-2018,t6,23.8,98.9,1011.7007777778,83.25,1029.7255,4000,0
05-09-2018,t6,24.61111,98.25556,1011.012,0,1302.7347,9440,0
06-09-2018,t6,25.29365,97.38095,1011.2018253968,0,1829.6479,21500,0
07-09-2018,t6,22.69444,98.90741,1013.3246296296,2.25,540.3673,4000,0
08-09-2018,t6,22.99038,97.16346,1013.8538461538,2.25,1090.56,4000,0
09-09-2018,t6,23.82105,98.31579,1014.9472631579,2.25,763.5098,4000,0
10-09-2018,t6,24.06383,98.52128,1015.5828723404,0,812.0816,4000,0
11-09-2018,t6,23.1236,98.95506,1014.5446067416,0,734.875,4000,0
12-09-2018,t6,22.03297,98.76923,1011.5728571429,4.5,577.3469,4000,0
13-09-2018,t6,21.80682,98.93182,1011.1152272727,0,726.2889,4000,0
14-09-2018,t6,20.90805,98.41379,1014.0259770115,4.5,914.5814,7233,0
15-09-2018,t6,21.61458,98,1016.0275,0,822.0192,4000,0
16-09-2018,t6,20.88043,97.46739,1014.5645652174,4.5,808.7959,7847,0
17-09-2018,t6,20.43617,97.3617,1013.5424468085,0,762.0196,7555,0
18-09-2018,t6,20.26042,97.97917,1013.6154166667,0,943.4151,7139,0
19-09-2018,t6,20.64516,96.88172,1013.6715053763,0,744.52,12209,0
20-09-2018,t6,21.03371,96.83146,1014.6747191011,0,692.1522,5862,0
21-09-2018,t6,22.61702,97.98936,1017.5408510638,0,924.2041,3009,0
22-09-2018,t6,18.7033,99,1018.442967033,0,160.1136,4000,0
23-09-2018,t6,18.3871,99,1017.0465591398,2.25,243.1111,4000,0
24-09-2018,t6,17.27473,99,1015.3606593407,0,172.8409,4000,0
25-09-2018,t6,19.14894,99,1015.18,0,671.551,5726,0
26-09-2018,t6,19.90323,98.88172,1014.6817204301,0,482.375,4000,0
27-09-2018,t6,20.76667,98.83333,1015.9493333333,0,776.5652,6278,0
28-09-2018,t6,20.3913,98.94565,1017.2182608696,0,563.0435,4000,0
29-09-2018,t6,19.75269,98.16129,1018.263655914,0,521.5745,4000,0
30-09-2018,t6,19.46739,98.56522,1016.8931521739,2.25,478.7391,4000,0
01-10-2018,t6,18.95556,96.64444,1016.9502222222,0,531.4894,7544,0
02-10-2018,t6,18.81915,93.12766,1018.1119148936,0,551.2609,5298,0
03-10-2018,t6,18.51579,93.93684,1017.3878947368,4.5,552.9787,4000,0
04-10-2018,t6,18.1087,86.59783,1019.1440217391,2.25,523.9565,4000,0
05-10-2018,t6,17.59341,85.53846,1020.3653846154,2.25,406.8298,4000,0
06-10-2018,t6,17.79775,82.65169,1019.1584269663,0,428.6429,4000,0
07-10-2018,t6,17.1383,87.26596,1018.4391489362,4.5,301.3617,4000,0
08-10-2018,t6,17.21053,91.73684,1016.9037894737,4.5,286.5417,4000,0
09-10-2018,t6,18.71579,78.95789,1017.1588421053,0,484.6444,4000,0
10-10-2018,t6,18.93548,73.74194,1017.5670967742,0,509.7778,4000,0
11-10-2018,t6,16.26596,94.04255,1018.6324468085,2.25,259.9302,4000,0
12-10-2018,t6,15.76344,94.82796,1019.7692473118,9,246.4222,4000,0
13-10-2018,t6,15.90323,94.03226,1019.4229032258,4.5,279.7174,4000,0
14-10-2018,t6,15.6875,95.35417,1018.5601041667,0,245.46,4000,0
15-10-2018,t6,15.88298,90.02128,1019.2060638298,0,240.087,4000,0
16-10-2018,t6,16.21505,78.68817,1019.6917204301,0,353.6087,4000,0
17-10-2018,t6,16.36667,74.43333,1018.5045555556,0,262.2889,4000,0
18-10-2018,t6,16.28125,78.19792,1018.2076041667,0,280.9574,4000,0
19-10-2018,t6,16.5,74.69565,1019.3913043478,0,317.6222,4000,0
20-10-2018,t6,15.76042,78.03125,1021.350625,0,269.4681,4000,0
21-10-2018,t6,15.46053,83.98684,1021.6372368421,0,297.6667,4000,0
22-10-2018,t6,12.78261,31,1015,0,0,4000,10.3043
13-11-2018,t6,15.51923,85.05769,1016.9103846154,2.25,444.44,4000,0
14-11-2018,t6,12.64894,94.52128,1017.4991489362,36,309.55,4000,0
15-11-2018,t6,10.74747,98.9899,1020.3860606061,9,255.7442,4000,0
16-11-2018,t6,11.40777,97.05825,1017.8751456311,0,194.4889,4000,0
17-11-2018,t6,11.42708,97.78125,1016.2121875,0,218.2727,4000,0
18-11-2018,t6,12.69072,88.42268,1018.2711340206,0,191.1,4000,0
19-11-2018,t6,12.41176,89.05882,1020.04,0,0,4000,0
28-06-2018,t7,24,90,1066.85,0,137.5,4000,0
29-06-2018,t7,24.72642,84.65094,1066.8575471698,0,137.4,4000,0
10-07-2018,t7,22.07843,60.78431,794.607254902,3930.5,59.5,4000,1
11-07-2018,t7,26.05594,83.47552,1012.8233566434,36636.75,164.1034,4000,1
12-07-2018,t7,26.2971,81.17391,1004.6934782609,40789,146.0476,4000,1
13-07-2018,t7,16.80556,66.05556,732.2822222222,637.5,21.6711,4000,1
15-07-2018,t7,25.16667,83.92593,1011.715,2470.5,7651.3077,54612,9.8704
18-07-2018,t7,21.52,99,1014.65,0,0,4000,3
19-07-2018,t7,24.21127,95.07042,1014.4220422535,63256.5,5680.7159,37670,2.9859
20-07-2018,t7,23.71329,97.09091,1013.5852447552,54616.5,4898.314,23204,2.993
21-07-2018,t7,23.1831,98.71127,1013.3435211268,50172.75,3444.4943,10791,2.9859
25-07-2018,t7,24.39,99.72,950.606,0,47.4,4000,97.8
28-07-2018,t7,20.95652,99,1013.7465217391,11.25,338.7895,4000,46.8261
29-07-2018,t7,22.84375,99,1013.381875,580.5,1502.9385,6337,47.8854
30-07-2018,t7,25.40816,98.2449,1012.15,22.5,545.2727,4000,47.7959
31-07-2018,t7,21.14103,99,1012.128974359,0,151.7273,4000,48
01-08-2018,t7,23.0219,99,1012.6522627737,0,1425.747,5135,48.3869
02-08-2018,t7,24.29371,98.96503,1014.1794405594,0,1710.6,4991,49
03-08-2018,t7,23.34266,99,1014.2356643357,0,894.9881,4000,49.2727
04-08-2018,t7,22.13986,99,1013.8925874126,0,670.9146,4000,50
05-08-2018,t7,19.88732,99,1013.4894366197,0,234.8025,4000,49.8451
06-08-2018,t7,19.52113,99,1013.1375352113,0,296.9512,4000,49.993
07-08-2018,t7,19.14184,99,1014.8387234043,0,327.0741,4000,50
08-08-2018,t7,23.07801,99,1016.4121276596,0,1159.5488,4701,49.9929
09-08-2018,t7,23.62143,99,1019.1142142857,0,1271.4512,4658,49.4571
10-08-2018,t7,23.48936,99,1017.1543262411,0,843.3537,4000,49
11-08-2018,t7,22.96429,99,1012.8947142857,0,652.679,4000,49
12-08-2018,t7,21.82979,99,1010.1045390071,0,495.3947,4000,49
13-08-2018,t7,21.46809,99,1011.9769503546,0,732.5789,4000,48.3121
14-08-2018,t7,23.59155,99,1013.8033802817,0,1265.1829,4079,48
15-08-2018,t7,23.85315,99,1015.7362237762,0,906.2317,4000,48
16-08-2018,t7,24.7972,99,1018.301958042,0,1218.5926,4000,48
17-08-2018,t7,22.93706,99,1015.8090909091,0,490.284,4000,48
18-08-2018,t7,22.27273,99,1014.8813286713,0,597.9383,4000,48.7832
19-08-2018,t7,23.97887,99,1014.1763380282,0,667.561,4000,48.5141
20-08-2018,t7,24.13986,99,1015.9947552448,0,732.2152,4000,48.1608
21-08-2018,t7,21.84746,99,1016.6433898305,0,254.8625,4000,48.9915
22-08-2018,t7,23.48227,99,1015.2809219858,0,673.4416,4000,49
23-08-2018,t7,21.92188,99,1014.651484375,0,267.3974,4000,48.9922
25-08-2018,t7,21.7381,99,1004.1669047619,0,245.0833,4000,52.1667
26-08-2018,t7,23.40625,99,1003.7805208333,0,695.8689,4000,51.6354
28-08-2018,t7,25.59155,99,1007.6809859155,951.75,2069.2791,5620,54
29-08-2018,t7,22.91176,99,1008.1623529412,281.25,813.88,4000,53.875
30-08-2018,t7,23.07407,99,1005.6774814815,684,1314.6579,5862,53.4741
31-08-2018,t7,22.49254,99,1006.292761194,463.5,1034.2778,4000,53.1119
01-09-2018,t7,23.13235,99,1007.9526470588,420.75,1053.5333,4000,53.2941
02-09-2018,t7,21.43636,99,1007.7725454545,119.25,654.0606,4000,53
20-09-2018,t7,24.70455,96.13636,1012.6020454545,0,151,4000,51.9091
21-09-2018,t7,23.84615,96.05594,1014.2702097902,1329.75,624.8442,4000,53
22-09-2018,t7,17.39716,99,1014.8518439716,0,624.8442,4000,52.6383
23-09-2018,t7,17.04196,99,1013.2671328671,0,624.8442,4000,52
24-09-2018,t7,15.6993,99,1011.5551748252,0,624.8442,4000,51.9231
25-09-2018,t7,22.04225,95.30282,1011.7776760563,173.25,624.8442,4000,52
26-09-2018,t7,23.72727,90.46154,1011.4785314685,211.5,624.8442,4000,51.2867
27-09-2018,t7,17.01852,99,1011.772037037,45,368.85,4000,52.3519
28-09-2018,t7,18.69697,99,1014.2315151515,0,1,4000,0
29-09-2018,t7,17.81111,99,1014.4527777778,51.75,498.625,4000,0.0667
30-09-2018,t7,17.03175,98.98413,1013.5355555556,173.25,618.5517,4000,0
08-11-2018,t7,23,63.2,1079.162,0,53,4000,0
29-06-2018,t8,25.66667,82.66667,990,0,350,4000,0
10-07-2018,t8,13,31,992.6545833333,0,14451.2727,39305,24.9792
11-07-2018,t8,15,51,1010.3566666667,1300.5,0,4000,0
12-07-2018,t8,18.33333,77.25,999.7183333333,0,15609.4286,54612,64
15-07-2018,t8,22.9375,79.04688,990,326.25,6425.2195,21435,77.9063
18-07-2018,t8,21.54286,95.6,984.0891428571,54,758.2222,4000,84.8
19-07-2018,t8,25.47887,85.52817,1015.2747183099,37928.25,4017.125,12938,92.6549
20-07-2018,t8,24.68531,90.43357,1014.6746853147,26178.75,3090.8721,12038,80.1678
21-07-2018,t8,23.86713,95.11888,1014.6778321678,114.75,2155.3256,13044,76.3007
22-07-2018,t8,22.76761,98.40845,1015.5286619718,3138.75,1369.5977,6499,56.0352
23-07-2018,t8,24.36207,91.47414,1015.43,3449.25,2361.3023,11920,60.8448
24-07-2018,t8,22.31325,99,1016.528313253,621,853.931,4000,15.1566
25-07-2018,t8,23.77083,95.53472,1014.7765972222,18884.25,1913.2674,6570,8.0903
26-07-2018,t8,21.58779,99,1015.544351145,1818,539.1781,4000,20.2366
27-07-2018,t8,21.59028,98.99306,1015.6640277778,783,916.6163,4000,34.0972
28-07-2018,t8,22,99,1016.2404938272,9765,1058.9091,4000,47.8642
30-07-2018,t8,24.83333,82.45455,1014.2768181818,2.25,711.95,4000,69
31-07-2018,t8,24.32394,91.50704,1014.9179577465,18976.5,2779.3214,10505,57.7324
01-08-2018,t8,24.65041,84.87805,1015.5138211382,30393,2983.2471,4000,23.6911
03-08-2018,t8,26.375,89.625,1005.27375,0,738.5,4000,90.125
04-08-2018,t8,22.4023,97.87356,1006.3251724138,949.5,1160.1818,6056,89.8276
05-08-2018,t8,20.39326,99,1006.2658426966,99,337.8113,4000,90
06-08-2018,t8,19.7,99,1006.1043333333,0,252.625,4000,75.65
07-08-2018,t8,19.35484,99,1007.9798924731,0,497.2037,4000,73.4086
08-08-2018,t8,23.23077,93.87912,1009.3791208791,2814.75,2023.5472,6374,57.3846
09-08-2018,t8,22.63043,93.58696,1011.9754347826,0,2865.2632,8276,0
10-08-2018,t8,21.36364,99,1011.3536363636,0,634.6667,4000,0
12-08-2018,t8,22.11111,98.77778,1001.9166666667,0,452,4000,0
13-08-2018,t8,23.84783,98.76087,1005.2819565217,0,1681.3333,4223,0
14-08-2018,t8,24.48438,91.51563,1005.84921875,0,2543.8478,8342,0
25-08-2018,t8,22.73438,99,997.80171875,9,1208.0571,4000,93.7969
26-08-2018,t8,23.73381,92.84892,1008.1257553957,438.75,2874,8223,96.2518
27-08-2018,t8,25.52482,84.83688,1010.2879432624,1559.25,4047.358,9098,96.7943
28-08-2018,t8,25.34043,87.46099,1011.4612056738,1039.5,3923.5897,9965,96.9149
29-08-2018,t8,23.77305,95.33333,1012.3292198582,405,2618.3671,8942,96.9929
